Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Satisfaction Score,Churn Label,Population,Revenue_Per_Month,Charge_Evolution,Refund_Rate,Has_Been_Refunded,Billing_Complexity,Services_Count,Streaming_Count,Security_Score,Full_Protection_Score,Support_Profile,Service_Diversity_Score,Referral_Rate,Heavy_Internet_User,Internet_Value,Contract_Encoded,Engagement_Score,Contract_Risk,Contract_Tenure_Mismatch,Locked_Value,Tenure_Segment,Vulnerable_Senior,Family_Profile,Digital_Profile,High_Value_At_Risk,NPS_Label
Male,67,No,Yes,Yes,No,0,Twentynine Palms,Yes,2,55,No Offer,Yes,9.08,Yes,Yes,Cable,23,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,60.0,3316.1,0.0,0,499.4,3815.5,4,No,14104,69.37272727272727,-9.372727272727275,0.0,0,1,4,0,2,2,0,4,0.03636363636363636,0,46.0,1,55,0,0,4,3,1,0,0,0,1
Female,44,No,No,Yes,No,0,El Cajon,Yes,10,71,No Offer,Yes,18.41,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.85,1379.6,0.0,0,1307.11,2686.71,4,No,61872,37.84098591549296,-17.990985915492956,0.0,0,1,0,0,0,0,0,0,0.14084507042253522,0,0.0,2,142,0,0,0,3,0,0,0,0,1
Male,54,No,No,No,No,0,Sacramento,No,0,52,No Offer,Yes,20.8,Yes,Yes,Fiber Optic,30,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.3,5731.4,3.85,60,1081.6000000000001,6869.15,4,No,16164,132.09903846153844,-22.799038461538444,0.0005604769149021349,1,3,7,3,3,3,1,7,0.0,1,90.0,2,104,0,0,14,3,0,0,1,0,1
Male,30,No,No,No,No,0,Knights Landing,No,0,67,Offer A,No,0.0,No,Yes,Cable,85,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,49.35,3321.35,0.0,0,0.0,3321.35,3,No,1793,49.57238805970149,-0.2223880597014869,0.0,0,0,5,1,3,3,1,5,0.0,1,170.0,1,67,0,0,5,3,0,0,1,0,0
Male,54,No,No,No,No,0,Lynwood,No,0,9,No Offer,No,0.0,No,Yes,Cable,20,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,45.4,418.8,0.0,20,0.0,438.8,1,Yes,69850,48.75555555555556,-3.3555555555555614,0.0,0,1,3,3,0,0,0,3,0.0,0,40.0,0,0,1,0,0,0,0,0,1,0,0
Male,69,No,Yes,No,No,0,Merced,No,0,4,Offer E,Yes,6.18,No,Yes,Fiber Optic,12,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.65,293.85,0.0,0,24.72,318.57000000000005,4,No,23100,79.64250000000001,-8.992500000000007,0.0,0,1,1,0,0,0,0,1,0.0,0,36.0,0,0,1,0,0,0,1,0,1,0,1
Female,40,No,No,Yes,Yes,2,San Francisco,Yes,4,44,Offer B,Yes,24.71,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,No,Yes,Yes,No,One Year,No,Bank Withdrawal,94.4,4295.35,0.0,40,1087.24,5422.59,5,No,3337,123.24068181818183,-28.84068181818182,0.0,0,2,5,2,2,2,0,5,0.09090909090909091,0,81.0,1,44,0,0,5,2,0,1,0,0,2
Female,56,No,No,Yes,No,0,Amboy,Yes,5,72,Offer A,No,0.0,No,Yes,DSL,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,65.2,4784.45,0.0,0,0.0,4784.45,3,No,42,66.45069444444444,-1.2506944444444343,0.0,0,0,8,3,4,4,1,8,0.06944444444444445,1,30.0,2,144,0,0,16,3,0,0,0,0,0
Female,42,No,No,Yes,Yes,2,Fallbrook,Yes,1,37,No Offer,Yes,31.83,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,26.45,911.6,0.0,0,1177.71,2089.31,4,No,42239,56.467837837837834,-30.017837837837835,0.0,0,1,1,0,0,0,0,1,0.02702702702702703,0,0.0,0,0,0,1,0,2,0,1,0,0,1
Male,80,No,Yes,No,No,0,Los Angeles,No,0,27,No Offer,Yes,42.91,Yes,Yes,Fiber Optic,5,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.45,2122.05,0.0,0,1158.57,3280.62,3,Yes,38128,121.50444444444445,-40.05444444444444,0.0,0,1,3,0,1,1,0,3,0.0,0,15.0,0,0,0,1,0,2,1,0,1,0,0
Male,26,Yes,No,No,No,0,San Jose,No,0,37,No Offer,No,0.0,No,Yes,DSL,69,Yes,Yes,No,Yes,No,No,Yes,No,Two Year,Yes,Credit Card,40.55,1390.85,0.0,50,0.0,1440.85,3,No,26389,38.94189189189189,1.6081081081081052,0.0,0,1,4,1,3,3,0,4,0.0,1,69.0,2,74,0,0,8,2,0,0,0,0,0
Female,55,No,No,Yes,No,0,Fullerton,Yes,5,67,No Offer,No,0.0,No,Yes,Cable,30,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Credit Card,35.7,2545.7,0.0,0,0.0,2545.7,3,No,24502,37.9955223880597,-2.2955223880596947,0.0,0,0,3,0,2,2,0,3,0.07462686567164178,1,60.0,2,134,0,0,6,3,0,0,0,0,0
Male,47,No,No,Yes,Yes,2,Edwards,Yes,3,7,No Offer,Yes,49.98,No,Yes,Cable,25,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,71.35,515.75,0.0,0,349.85999999999996,865.6099999999999,3,No,7685,123.65857142857142,-52.308571428571426,0.0,0,1,6,2,3,3,1,6,0.42857142857142855,0,50.0,0,0,1,0,0,0,0,1,0,0,0
Female,19,Yes,No,No,No,0,Weott,No,0,1,No Offer,Yes,38.81,No,Yes,Fiber Optic,52,No,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,70.7,70.7,0.0,0,38.81,109.51,3,No,270,109.51,-38.81,0.0,0,1,2,1,0,0,0,2,0.0,1,156.0,0,0,1,0,0,0,0,0,0,0,0
Male,38,No,No,No,No,0,Chula Vista,No,0,12,Offer D,Yes,13.88,Yes,Yes,Fiber Optic,8,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,94.55,1173.55,0.0,0,166.56,1340.11,5,No,12884,111.67583333333333,-17.125833333333333,0.0,0,1,5,3,0,0,0,5,0.0,0,24.0,0,0,0,0,0,0,0,0,0,0,2
Male,68,No,Yes,Yes,No,0,Fallbrook,Yes,6,55,No Offer,Yes,42.9,Yes,Yes,Fiber Optic,27,No,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,74.0,4052.4,0.0,0,2359.5,6411.9,5,No,42239,116.58,-42.58,0.0,0,1,2,0,0,0,0,2,0.10909090909090909,0,81.0,2,110,0,0,4,3,1,0,1,0,2
Male,73,No,Yes,Yes,No,0,Mount Laguna,Yes,1,43,Offer B,Yes,17.43,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,103.0,4414.3,0.0,0,749.49,5163.79,1,Yes,81,120.08813953488372,-17.088139534883723,0.0,0,1,6,2,2,2,0,6,0.023255813953488372,0,78.0,0,0,0,1,0,2,1,0,1,0,0
Female,37,No,No,Yes,No,0,Compton,Yes,5,50,Offer B,Yes,26.95,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.15,930.9,0.0,0,1347.5,2278.4,4,No,29825,45.568000000000005,-25.418000000000006,0.0,0,1,0,0,0,0,0,0,0.1,0,0.0,2,100,0,0,0,3,0,0,0,0,1
Male,25,Yes,No,No,No,0,Tulelake,No,0,64,No Offer,Yes,5.49,Yes,Yes,DSL,69,Yes,Yes,Yes,Yes,Yes,No,No,No,One Year,No,Bank Withdrawal,81.25,5567.55,0.0,40,351.36,5958.91,3,No,2595,93.10796875,-11.857968749999998,0.0,0,2,6,1,4,4,1,6,0.0,1,69.0,1,64,0,0,6,3,0,0,0,0,0
Male,57,No,No,No,No,0,Glendale,No,0,1,No Offer,Yes,12.0,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,20.05,20.05,0.0,0,12.0,32.05,2,Yes,9864,32.05,-11.999999999999996,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,0,0
Female,45,No,No,No,No,0,West Hills,No,0,62,No Offer,Yes,24.03,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.2,1123.65,0.0,0,1489.8600000000001,2613.51,4,No,23637,42.153387096774196,-22.953387096774197,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,2,124,0,0,0,3,0,0,0,0,1
Female,40,No,No,Yes,Yes,1,San Francisco,Yes,8,14,Offer D,Yes,15.33,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,19.7,263.65,0.0,0,214.62,478.27,4,No,1458,34.162142857142854,-14.462142857142855,0.0,0,1,0,0,0,0,0,0,0.5714285714285714,0,0.0,2,28,0,0,0,1,0,1,0,0,1
Male,54,No,No,No,No,0,Escondido,No,0,58,Offer B,Yes,32.67,No,Yes,Fiber Optic,14,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,99.15,5720.95,0.0,0,1894.8600000000001,7615.8099999999995,3,No,49281,131.30706896551723,-32.157068965517226,0.0,0,1,6,3,2,2,0,6,0.0,0,42.0,1,58,0,0,6,3,0,0,0,0,0
Male,78,No,Yes,Yes,No,0,Huntington Beach,Yes,1,16,No Offer,Yes,45.9,No,Yes,Fiber Optic,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.8,1167.8,0.0,0,734.4,1902.1999999999998,1,Yes,42663,118.88749999999999,-47.08749999999999,0.0,0,1,1,0,0,0,0,1,0.0625,0,15.0,0,0,0,0,0,1,1,0,1,0,0
Male,59,No,No,Yes,No,0,Lower Lake,Yes,7,36,No Offer,No,0.0,No,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,60.7,2234.55,0.0,0,0.0,2234.55,3,No,2644,62.07083333333334,-1.3708333333333371,0.0,0,0,7,3,3,3,1,7,0.19444444444444445,0,24.0,1,36,0,0,7,2,0,0,0,0,0
Male,34,No,No,No,Yes,1,Jackson,No,0,1,No Offer,Yes,39.6,No,Yes,DSL,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,49.9,49.9,0.0,0,39.6,89.5,2,Yes,6202,89.5,-39.6,0.0,0,1,2,0,1,1,0,2,0.0,0,17.0,0,0,1,0,0,0,0,0,0,0,0
Male,23,Yes,No,Yes,No,0,Oakhurst,No,0,34,No Offer,No,0.0,No,Yes,DSL,42,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,30.4,938.65,0.0,0,0.0,938.65,4,No,8521,27.60735294117647,2.7926470588235297,0.0,0,0,2,0,1,1,0,2,0.0,1,42.0,1,34,0,0,2,2,0,0,0,0,1
Female,75,No,Yes,No,No,0,Ducor,No,0,6,Offer E,Yes,8.91,No,Yes,Fiber Optic,27,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4,434.1,0.0,20,53.46,507.56,1,Yes,823,84.59333333333333,-10.193333333333328,0.0,0,2,1,0,1,1,0,1,0.0,0,81.0,0,0,1,0,0,0,1,0,0,0,0
Male,37,No,No,Yes,Yes,3,Chester,Yes,7,57,No Offer,Yes,14.55,No,Yes,DSL,58,Yes,Yes,No,Yes,No,No,No,No,One Year,No,Credit Card,59.6,3509.4,0.0,70,829.35,4408.75,3,No,2664,77.34649122807018,-17.746491228070177,0.0,0,2,3,0,3,3,0,3,0.12280701754385964,1,58.0,1,57,0,0,3,3,0,1,0,0,0
Female,58,No,No,No,No,0,Ontario,No,0,6,Offer E,Yes,47.92,No,Yes,Fiber Optic,25,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.5,573.3,0.0,0,287.52,860.8199999999999,1,Yes,49474,143.47,-53.97,0.0,0,1,4,3,0,0,0,4,0.0,0,75.0,0,0,1,0,0,0,0,0,1,0,0
Male,65,No,Yes,Yes,No,0,Piercy,Yes,1,69,No Offer,Yes,16.34,Yes,Yes,Fiber Optic,4,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.95,6143.15,6.79,110,1127.46,7373.82,1,Yes,200,106.86695652173913,-16.916956521739124,0.0009208252981493988,1,3,3,1,1,1,0,3,0.014492753623188406,0,12.0,0,0,0,1,0,3,1,0,1,0,0
Female,35,No,No,No,No,0,Caliente,No,0,27,No Offer,Yes,25.21,No,Yes,DSL,9,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,56.7,1652.95,0.0,0,680.6700000000001,2333.62,3,No,1022,86.43037037037037,-29.730370370370366,0.0,0,1,3,0,2,2,0,3,0.0,0,9.0,0,0,0,1,0,2,0,0,0,0,0
Male,24,Yes,No,No,No,0,Dobbins,No,0,6,No Offer,Yes,27.54,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,18.95,110.15,0.0,0,165.24,275.39,4,No,614,45.89833333333333,-26.948333333333334,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,1,1
Female,25,Yes,No,Yes,Yes,3,Calipatria,Yes,6,32,No Offer,Yes,48.49,Yes,Yes,Fiber Optic,82,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,89.6,2901.8,0.0,0,1551.68,4453.4800000000005,4,No,7857,139.17125000000001,-49.57125000000002,0.0,0,1,4,1,1,1,0,4,0.1875,1,246.0,0,0,0,1,0,2,0,1,0,0,1
Female,75,No,Yes,No,No,0,Saratoga,No,0,53,No Offer,Yes,16.74,No,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.8,4003.85,0.0,0,887.2199999999999,4891.07,3,No,30589,92.28433962264151,-18.484339622641514,0.0,0,1,2,0,1,1,0,2,0.0,0,45.0,0,0,0,1,0,3,1,0,0,0,0
Female,35,No,No,No,No,0,Alhambra,No,0,20,Offer D,Yes,4.15,No,Yes,Cable,18,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.35,927.15,0.0,0,83.0,1010.15,4,No,54382,50.5075,-6.157499999999999,0.0,0,1,1,0,0,0,0,1,0.0,0,36.0,0,0,0,0,0,1,0,0,1,0,1
Female,30,No,No,Yes,Yes,2,New Cuyama,Yes,1,4,No Offer,Yes,28.55,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,19.95,82.9,0.0,0,114.2,197.10000000000002,4,No,798,49.275000000000006,-29.325000000000006,0.0,0,1,0,0,0,0,0,0,0.25,0,0.0,0,0,1,0,0,0,0,1,0,0,1
Female,54,No,No,Yes,No,0,Tollhouse,Yes,4,55,Offer B,Yes,33.66,Yes,Yes,Fiber Optic,25,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,103.65,5676.65,0.0,0,1851.2999999999997,7527.949999999999,5,No,2633,136.87181818181816,-33.22181818181815,0.0,0,1,7,3,2,2,0,7,0.07272727272727272,0,75.0,0,0,0,1,0,3,0,0,0,0,2
Female,69,No,Yes,Yes,No,0,Los Angeles,Yes,5,22,Offer D,Yes,15.27,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Bank Withdrawal,25.6,548.8,0.0,0,335.94,884.74,4,No,73686,40.21545454545455,-14.615454545454547,0.0,0,1,1,0,0,0,0,1,0.22727272727272727,0,0.0,1,22,0,0,1,1,1,0,0,0,1
Male,56,No,No,No,No,0,Sacramento,No,0,18,No Offer,Yes,12.21,Yes,Yes,DSL,8,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Mailed Check,69.5,1199.4,0.0,0,219.78000000000003,1419.18,3,No,15975,78.84333333333333,-9.343333333333334,0.0,0,1,5,1,2,2,0,5,0.0,0,8.0,0,0,0,0,0,1,0,0,0,0,0
Female,39,No,No,No,No,0,French Gulch,No,0,55,Offer B,Yes,22.34,No,Yes,Fiber Optic,4,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.55,4509.5,0.0,0,1228.7,5738.2,3,No,373,104.33090909090909,-22.78090909090909,0.0,0,1,3,0,2,2,0,3,0.0,0,12.0,0,0,0,1,0,3,0,0,1,0,0
Male,42,No,No,No,No,0,Smith River,No,0,10,No Offer,No,0.0,No,Yes,DSL,30,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,33.9,298.45,0.0,0,0.0,298.45,1,Yes,2020,29.845,4.055,0.0,0,0,3,2,0,0,0,3,0.0,1,30.0,0,0,1,0,0,0,0,0,0,0,0
Male,69,No,Yes,No,No,0,Encino,No,0,6,Offer E,Yes,48.32,No,Yes,Fiber Optic,11,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.7,497.6,0.0,0,289.92,787.52,5,No,13129,131.25333333333333,-51.55333333333333,0.0,0,1,2,1,0,0,0,2,0.0,0,33.0,0,0,1,0,0,0,1,0,1,0,2
Male,71,No,Yes,Yes,No,0,Napa,Yes,1,7,No Offer,Yes,42.92,Yes,Yes,Fiber Optic,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.25,665.45,0.0,0,300.44,965.8900000000001,2,Yes,26894,137.98428571428573,-38.73428571428573,0.0,0,1,6,3,1,1,0,6,0.14285714285714285,0,6.0,0,0,1,0,0,0,1,0,1,0,0
Male,67,No,Yes,Yes,No,0,Glenhaven,Yes,1,8,No Offer,No,0.0,No,Yes,Cable,27,No,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,43.35,371.4,0.0,0,0.0,371.4,3,No,175,46.425,-3.0749999999999957,0.0,0,0,4,1,2,2,0,4,0.125,0,54.0,2,16,0,0,8,0,1,0,0,0,0
Male,76,No,Yes,Yes,No,0,Indio,Yes,7,1,No Offer,Yes,17.84,Yes,Yes,Fiber Optic,20,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,74.3,74.3,0.0,0,17.84,92.14,5,No,2743,92.14,-17.840000000000003,0.0,0,1,2,0,0,0,0,2,7.0,0,60.0,2,2,0,0,4,0,1,0,0,0,2
Female,32,No,No,No,Yes,2,Los Angeles,No,0,2,No Offer,Yes,5.85,No,Yes,Fiber Optic,19,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,80.65,144.15,0.0,20,11.7,175.85,1,Yes,8115,87.925,-7.2749999999999915,0.0,0,2,1,1,0,0,0,1,0.0,0,57.0,0,0,1,0,0,0,0,0,1,1,0
Female,19,Yes,No,Yes,No,0,Temecula,Yes,10,2,No Offer,Yes,4.65,No,Yes,Fiber Optic,53,Yes,Yes,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.35,190.5,0.0,0,9.3,199.8,3,No,46171,99.9,-9.550000000000011,0.0,0,1,4,1,2,2,0,4,5.0,1,159.0,0,0,1,0,0,0,0,0,0,0,0
Male,49,No,No,Yes,Yes,3,Camino,Yes,2,19,Offer D,Yes,32.47,No,No,No Internet,0,No,No,No,No,No,No,No,No,One Year,No,Credit Card,19.9,357.7,0.0,0,616.93,974.6299999999999,5,No,4829,51.29631578947368,-31.396315789473682,0.0,0,1,0,0,0,0,0,0,0.10526315789473684,0,0.0,1,19,0,0,0,1,0,1,0,0,2
Male,52,No,No,Yes,Yes,1,Big Creek,Yes,3,69,No Offer,No,0.0,No,Yes,DSL,11,Yes,No,Yes,Yes,No,No,No,Yes,Two Year,No,Credit Card,39.1,2779.5,0.0,0,0.0,2779.5,3,No,273,40.28260869565217,-1.1826086956521706,0.0,0,0,4,0,3,3,1,4,0.043478260869565216,0,11.0,2,138,0,0,8,3,0,1,0,0,0
Female,48,No,No,Yes,Yes,4,San Marcos,Yes,1,54,No Offer,Yes,41.93,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,Yes,Bank Withdrawal,20.35,1092.35,0.0,0,2264.22,3356.5699999999997,3,No,52664,62.1587037037037,-41.8087037037037,0.0,0,1,0,0,0,0,0,0,0.018518518518518517,0,0.0,2,108,0,0,0,3,0,1,0,0,0
Female,47,No,No,Yes,Yes,1,Shaver Lake,Yes,1,14,No Offer,Yes,31.7,Yes,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,25.55,372.45,0.0,0,443.8,816.25,5,No,642,58.30357142857143,-32.75357142857143,0.0,0,1,1,0,0,0,0,1,0.07142857142857142,0,0.0,0,0,0,0,0,1,0,1,0,0,2
Female,79,No,Yes,Yes,No,0,Van Nuys,Yes,1,34,Offer C,Yes,25.84,Yes,Yes,Fiber Optic,15,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.6,2718.3,0.0,0,878.56,3596.86,1,Yes,23646,105.79,-26.190000000000012,0.0,0,1,3,0,1,1,0,3,0.029411764705882353,0,45.0,0,0,0,1,0,2,1,0,0,0,0
Female,73,No,Yes,No,No,0,San Diego,No,0,1,Offer E,Yes,22.5,No,Yes,Fiber Optic,27,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10,22.5,102.45,2,Yes,51213,102.45,-32.5,0.0,0,2,0,0,0,0,0,0,0.0,0,81.0,0,0,1,0,0,0,1,0,1,0,0
Female,44,No,No,Yes,Yes,3,Challenge,Yes,1,67,Offer A,Yes,46.9,No,Yes,Cable,28,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,50.55,3431.75,0.0,0,3142.2999999999997,6574.049999999999,5,No,262,98.12014925373133,-47.57014925373133,0.0,0,1,2,0,1,1,0,2,0.014925373134328358,1,56.0,1,67,0,0,2,3,0,1,0,0,2
Female,77,No,Yes,Yes,No,0,Baldwin Park,Yes,2,65,No Offer,Yes,38.32,No,Yes,Fiber Optic,25,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,94.4,6126.15,0.0,0,2490.8,8616.95,4,No,76890,132.56846153846155,-38.16846153846154,0.0,0,1,6,2,3,3,0,6,0.03076923076923077,0,75.0,1,65,0,0,6,3,1,0,0,0,1
Male,19,Yes,No,No,No,0,Palmdale,No,0,68,No Offer,No,0.0,No,Yes,DSL,58,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,39.9,2796.35,0.0,0,0.0,2796.35,4,No,67232,41.12279411764706,-1.2227941176470623,0.0,0,0,4,2,1,1,0,4,0.0,1,58.0,0,0,0,1,0,3,0,0,1,0,1
Male,57,No,No,No,No,0,Winterhaven,No,0,19,No Offer,Yes,29.55,No,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.7,1495.1,26.84,0,561.45,2029.71,3,No,3663,106.82684210526315,-28.12684210526315,0.013223563957412634,1,2,2,1,0,0,0,2,0.0,0,39.0,0,0,0,0,0,1,0,0,1,0,0
Female,59,No,No,Yes,No,0,Brawley,Yes,1,67,No Offer,Yes,32.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.75,7156.2,0.0,0,2154.0499999999997,9310.25,1,Yes,23394,138.9589552238806,-30.208955223880594,0.0,0,1,8,3,3,3,1,8,0.014925373134328358,1,84.0,2,134,0,0,16,3,0,0,0,0,0
Female,58,No,No,No,No,0,Belmont,No,0,60,Offer B,No,0.0,No,Yes,Cable,5,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,50.8,3027.4,0.0,0,0.0,3027.4,2,Yes,25566,50.45666666666667,0.3433333333333266,0.0,0,0,5,3,1,1,0,5,0.0,0,10.0,0,0,0,1,0,3,0,0,1,0,0
Female,58,No,No,Yes,No,0,North Hollywood,Yes,1,9,Offer E,Yes,22.0,Yes,Yes,Fiber Optic,7,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,91.75,865.8,0.0,0,198.0,1063.8,1,Yes,36625,118.19999999999999,-26.44999999999999,0.0,0,1,5,0,3,3,0,5,0.1111111111111111,0,21.0,0,0,1,0,0,0,0,0,0,0,0
Male,62,No,No,No,No,0,Hydesville,No,0,2,No Offer,Yes,32.03,No,No,No Internet,0,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,20.35,33.2,0.0,0,64.06,97.26,2,Yes,1201,48.63,-28.28,0.0,0,1,0,0,0,0,0,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,1,0
Male,24,Yes,No,Yes,Yes,1,Fresno,Yes,1,72,No Offer,Yes,22.78,No,No,No Internet,0,No,No,No,No,No,No,No,No,Two Year,No,Bank Withdrawal,20.35,1354.4,0.0,0,1640.16,2994.5600000000004,3,No,16346,41.59111111111112,-21.241111111111117,0.0,0,1,0,0,0,0,0,0,0.013888888888888888,0,0.0,2,144,0,0,0,3,0,1,0,0,0
Female,37,No,No,No,No,0,Los Angeles,No,0,29,No Offer,Yes,44.33,No,Yes,Fiber Optic,7,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.9,2384.15,0.0,0,1285.57,3669.7200000000003,2,Yes,41175,126.54206896551725,-47.64206896551724,0.0,0,1,2,1,0,0,0,2,0.0,0,21.0,0,0,0,1,0,2,0,0,1,0,0
Female,28,Yes,No,Yes,Yes,3,Oceanside,Yes,1,72,Offer A,No,0.0,No,Yes,Cable,59,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,55.65,3880.05,0.0,0,0.0,3880.05,4,No,52895,53.889583333333334,1.7604166666666643,0.0,0,0,7,2,4,4,1,7,0.013888888888888888,1,118.0,2,144,0,0,14,3,0,1,0,0,1
Male,68,No,Yes,Yes,No,0,Pomona,Yes,3,20,No Offer,Yes,27.56,Yes,Yes,Fiber Optic,3,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,107.05,2172.05,0.0,0,551.1999999999999,2723.25,3,No,46626,136.1625,-29.112499999999997,0.0,0,1,6,2,2,2,0,6,0.15,0,9.0,1,20,0,0,6,1,0,0,0,0,0
Female,47,No,No,Yes,Yes,3,Sugarloaf,Yes,8,7,No Offer,Yes,16.22,No,Yes,DSL,53,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,75.7,554.05,0.0,0,113.53999999999999,667.5899999999999,3,No,1834,95.36999999999999,-19.669999999999987,0.0,0,1,6,1,4,4,1,6,1.1428571428571428,1,53.0,0,0,1,0,0,0,0,1,1,0,0
